team,player_name,shirt_name,kaggle_player_id,kaggle_match_score,market_value_eur
Brazil,WEVERTON Weverton PEREIRA DA SILVA WEVERTON,WEVERTON,69400.0,100.0,
Brazil,DANILO Danilo Luiz DA SILVA DANILO,DANILO,22838.0,100.0,100000.0
Brazil,BREMER Gleison Bremer SILVA NASCIMENTO BREMER,BREMER,516716.0,100.0,35000000.0
Brazil,LEO PEREIRA Leonardo PEREIRA LÉO PEREIRA,PEREIRA,72836.0,100.0,25000.0
Brazil,DOUGLAS SANTOS Douglas DOS SANTOS JUSTINO DE MELO DOUGLAS S.,S.,499581.0,100.0,100000.0
Brazil,FABINHO Fabio Henrique TAVARES FABINHO,FABINHO,1116637.0,100.0,
Brazil,DANILO SANTOS Danilo DOS SANTOS DE OLIVEIRA DANILO S.,S.,499581.0,100.0,100000.0
Brazil,ENDRICK Endrick Felipe MOREIRA DE SOUSA PESSOA ENDRICK,ENDRICK,971570.0,100.0,
Brazil,LUCAS PAQUETA Lucas TOLENTINO COELHO DE LIMA L. PAQUETÁ,PAQUETÁ,444523.0,100.0,35000000.0
Brazil,LUIZ HENRIQUE Luiz Henrique André ROSA DA SILVA L. HENRIQUE,HENRIQUE,226141.0,100.0,200000.0
Brazil,GABRIEL MARTINELLI Gabriel TEODORO MARTINELLI SILVA MARTINELLI,MARTINELLI,84751.0,100.0,500000.0
Brazil,EDERSON Ederson SANTANA DE MORAES EDERSON,EDERSON,238223.0,100.0,15000000.0
Brazil,ROGER IBANEZ Roger IBAÑEZ DA SILVA IBAÑEZ,IBAÑEZ,524481.0,100.0,28000000.0
Brazil,IGOR THIAGO Igor Thiago NASCIMENTO RODRIGUES THIAGO,THIAGO,7602.0,100.0,1000000.0
Brazil,RAYAN Rayan Vitor SIMPLICIO ROCHA RAYAN,RAYAN,324727.0,100.0,150000.0
Cabo Verde,VOZINHA Josimar José ÉVORA DIAS VOZINHA,VOZINHA,,0.0,
Cabo Verde,STOPIRA Ianique DOS SANTOS TAVARES STOPIRA,STOPIRA,697520.0,100.0,
Cabo Verde,DINEY BORGES Edilson Alberto MONTEIRO SANCHES BORGES BORGES,BORGES,81532.0,100.0,175000.0
Cabo Verde,PICO LOPES Roberto Carlos LOPES LOPES,LOPES,25236.0,100.0,100000.0
Cabo Verde,LOGAN COSTA Logan Evans COSTA COSTA,COSTA,9819.0,100.0,100000.0
Cabo Verde,KEVIN PINA Kevin Lenini GONÇALVES PEREIRA DE PINA KEVIN L.,L.,544586.0,100.0,4500000.0
Cabo Verde,JOVANE CABRAL Jovane Eduardo BORGES CABRAL JOVANE,JOVANE,448466.0,100.0,800000.0
Cabo Verde,JOAO PAULO João Paulo MOREIRA FERNANDES JOÃO PAULO,PAULO,9832.0,100.0,750000.0
Cabo Verde,GILSON BENCHIMOL Gilson BENCHIMOL TAVARES BENCHIMOL,BENCHIMOL,820252.0,100.0,650000.0
Cabo Verde,JAMIRO MONTEIRO Jamiro Gregory MONTEIRO ALVARENGA MONTEIRO,MONTEIRO,35617.0,100.0,75000.0
Cabo Verde,GARRY RODRIGUES Garry MENDES RODRIGUES RODRIGUES,RODRIGUES,55378.0,100.0,150000.0
Cabo Verde,MARCIO ROSA Márcio Salomão BRAZÃO DA ROSA MARCIO,MARCIO,67864.0,85.71428571428571,150000.0
Cabo Verde,SIDNY LOPES CABRAL Sidny LOPES CABRAL LOPES CABRAL,CABRAL,1135708.0,100.0,
Cabo Verde,DEROY DUARTE Deroy D'ENCARNAÇÃO DUARTE D. DUARTE,DUARTE,23340.0,100.0,300000.0
Cabo Verde,LAROS DUARTE Laros Michael D'ENCARNAÇÃO DUARTE L. DUARTE,DUARTE,23340.0,100.0,300000.0
Cabo Verde,YANNICK SEMEDO Jair SEMEDO MONTEIRO Y. SEMEDO,SEMEDO,138649.0,100.0,50000.0
Cabo Verde,WILLY SEMEDO Willy Johnson SEMEDO AFONSO SEMEDO,SEMEDO,138649.0,100.0,50000.0
Cabo Verde,TELMO ARCANJO Telmo Emanuel GOMES ARCANJO ARCANJO,ARCANJO,645602.0,100.0,
Cabo Verde,DAILON LIVRAMENTO Dailon ROCHA LIVRAMENTO LIVRAMENTO,LIVRAMENTO,503981.0,100.0,40000000.0
Cabo Verde,RYAN MENDES Ryan Isaac DA GRACA MENDES RYAN,RYAN,3406.0,100.0,1000000.0
